05-05-2025 18:59:05 | INFO     | __main__:38 | Using GPU: PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
05-05-2025 19:14:19 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello hello testing testing testing
05-05-2025 19:14:19 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello hello testing testing testing
05-05-2025 19:14:20 | INFO     | handlers.signaling_handler:175 | Vosk final result for 680d405ca183764e786f0ef9: obama hello hello hello testing testing testing
05-05-2025 19:14:26 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello
05-05-2025 19:14:26 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello global
05-05-2025 19:14:27 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello interesting
05-05-2025 19:14:27 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the
05-05-2025 19:14:28 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local police
05-05-2025 19:14:28 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local regional distinctions
05-05-2025 19:14:29 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing for
05-05-2025 19:14:29 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing have been a lot
05-05-2025 19:14:30 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing the local police
05-05-2025 19:14:30 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing hello hello hello this is
05-05-2025 19:14:31 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface
05-05-2025 19:14:31 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you
05-05-2025 19:14:32 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look lovely
05-05-2025 19:14:32 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look to
05-05-2025 19:14:33 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is the synthesis
05-05-2025 19:14:33 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and
05-05-2025 19:14:34 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look distances interesting at all over the will
05-05-2025 19:14:34 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll
05-05-2025 19:14:35 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:35 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:36 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:36 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:37 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:37 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:38 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:38 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll was in the
05-05-2025 19:14:39 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:39 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:40 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:40 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:41 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll never know when
05-05-2025 19:14:41 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll win win win for losing
05-05-2025 19:14:42 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll win win win win win
05-05-2025 19:14:42 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:43 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll be
05-05-2025 19:14:43 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:44 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:44 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing testing a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:45 | INFO     | handlers.signaling_handler:175 | Vosk final result for 680d405ca183764e786f0ef9: hello hello is interesting because the local blue testing testing been a local of below the surface interest you look look look this is interesting and we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll we'll
05-05-2025 19:14:45 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: when he was
05-05-2025 19:14:46 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: when he was wearing
05-05-2025 19:14:46 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: when he was looking for the
05-05-2025 19:14:47 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 680d405ca183764e786f0ef9: when he was wearing one
05-05-2025 19:14:47 | INFO     | handlers.signaling_handler:175 | Vosk final result for 680d405ca183764e786f0ef9: really was will bring one
05-05-2025 19:14:59 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 67d6bae7386c75bcc71b6890: along with
05-05-2025 19:14:59 | INFO     | handlers.signaling_handler:175 | Vosk partial result for 67d6bae7386c75bcc71b6890: along with
05-05-2025 19:15:00 | INFO     | handlers.signaling_handler:175 | Vosk final result for 67d6bae7386c75bcc71b6890: a level of
05-05-2025 19:15:04 | ERROR    | handlers.signaling_handler:143 | Error receiving audio frame: 
05-05-2025 19:15:04 | INFO     | handlers.signaling_handler:189 | Vosk final result for 680d405ca183764e786f0ef9: {'text': ''}
05-05-2025 19:15:04 | INFO     | handlers.signaling_handler:265 | PC state for 680d405ca183764e786f0ef9: closed
05-05-2025 19:15:04 | INFO     | handlers.signaling_handler:286 | Call 6818e3c7c3012346b0392f3c ended for 680d405ca183764e786f0ef9
05-05-2025 19:15:04 | INFO     | handlers.call_handler:134 | Call end request from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:15:05 | ERROR    | handlers.signaling_handler:143 | Error receiving audio frame: 
05-05-2025 19:15:05 | INFO     | handlers.signaling_handler:189 | Vosk final result for 67d6bae7386c75bcc71b6890: {'text': ''}
05-05-2025 19:15:05 | INFO     | handlers.signaling_handler:265 | PC state for 67d6bae7386c75bcc71b6890: closed
05-05-2025 19:15:05 | INFO     | handlers.signaling_handler:286 | Call 6818e3c7c3012346b0392f3c ended for 67d6bae7386c75bcc71b6890
05-05-2025 19:15:08 | ERROR    | handlers.call_history_handler:53 | Error fetching call history for user 680d405ca183764e786f0ef9: 'NoneType' object has no attribute 'isoformat'
05-05-2025 19:15:14 | ERROR    | handlers.call_history_handler:53 | Error fetching call history for user 680d405ca183764e786f0ef9: 'NoneType' object has no attribute 'isoformat'
05-05-2025 19:16:34 | INFO     | websockets.server:440 | server closing
05-05-2025 19:16:34 | INFO     | websockets.server:473 | server closed
05-05-2025 19:16:41 | INFO     | __main__:38 | Using GPU: PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
05-05-2025 19:16:41 | INFO     | __main__:43 | TensorFlow Version: 2.17.0
05-05-2025 19:16:41 | INFO     | __main__:44 | Is CUDA enabled: False
05-05-2025 19:16:41 | INFO     | __main__:45 | Is ROCm enabled: True
05-05-2025 19:16:43 | INFO     | __main__:78 | Starting WebSocket server...
05-05-2025 19:16:43 | INFO     | websockets.server:341 | server listening on 192.168.1.5:8765
05-05-2025 19:16:46 | INFO     | websockets.server:529 | connection open
05-05-2025 19:16:46 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:16:46 | INFO     | websockets.server:529 | connection open
05-05-2025 19:16:46 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:16:47 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:16:47 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:16:49 | ERROR    | handlers.call_history_handler:53 | Error fetching call history for user 680d405ca183764e786f0ef9: 'NoneType' object has no attribute 'isoformat'
05-05-2025 19:17:30 | INFO     | handlers.call_history_handler:43 | Fetched 7 history entries for user 680d405ca183764e786f0ef9
05-05-2025 19:17:34 | INFO     | handlers.call_handler:34 | Call invite from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:17:41 | INFO     | handlers.connection:130 | Connection closed by client
05-05-2025 19:17:41 | INFO     | handlers.connection:130 | Connection closed by client
05-05-2025 19:17:42 | INFO     | websockets.server:440 | server closing
05-05-2025 19:17:42 | INFO     | websockets.server:473 | server closed
05-05-2025 19:17:48 | INFO     | __main__:38 | Using GPU: PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
05-05-2025 19:17:48 | INFO     | __main__:43 | TensorFlow Version: 2.17.0
05-05-2025 19:17:48 | INFO     | __main__:44 | Is CUDA enabled: False
05-05-2025 19:17:48 | INFO     | __main__:45 | Is ROCm enabled: True
05-05-2025 19:17:50 | INFO     | __main__:78 | Starting WebSocket server...
05-05-2025 19:17:50 | INFO     | websockets.server:341 | server listening on 192.168.1.5:8765
05-05-2025 19:17:58 | INFO     | websockets.server:529 | connection open
05-05-2025 19:17:58 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:17:59 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:17:59 | INFO     | handlers.auth_handler:319 | Access token refreshed for user ID 680d405ca183764e786f0ef9.
05-05-2025 19:17:59 | INFO     | handlers.contacts_handler:104 | Retrieved 3 contacts for user '680d405ca183764e786f0ef9'
05-05-2025 19:17:59 | INFO     | handlers.contacts_handler:104 | Retrieved 3 contacts for user '680d405ca183764e786f0ef9'
05-05-2025 19:18:00 | INFO     | handlers.call_handler:211 | Set model preference for 680d405ca183764e786f0ef9 to lip
05-05-2025 19:18:00 | INFO     | handlers.call_handler:211 | Set model preference for 680d405ca183764e786f0ef9 to vosk
05-05-2025 19:18:05 | INFO     | websockets.server:529 | connection open
05-05-2025 19:18:05 | INFO     | handlers.connection:91 | New connection
05-05-2025 19:18:06 | INFO     | handlers.connection:101 | Handshake successful
05-05-2025 19:18:06 | INFO     | handlers.auth_handler:319 | Access token refreshed for user ID 67d6bae7386c75bcc71b6890.
05-05-2025 19:18:06 | INFO     | handlers.contacts_handler:104 | Retrieved 4 contacts for user '67d6bae7386c75bcc71b6890'
05-05-2025 19:18:06 | INFO     | handlers.contacts_handler:104 | Retrieved 4 contacts for user '67d6bae7386c75bcc71b6890'
05-05-2025 19:18:07 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to lip
05-05-2025 19:18:07 | INFO     | handlers.call_handler:211 | Set model preference for 67d6bae7386c75bcc71b6890 to vosk
05-05-2025 19:18:10 | INFO     | handlers.call_handler:34 | Call invite from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:12 | INFO     | handlers.call_handler:67 | Call accepted by 67d6bae7386c75bcc71b6890 for 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:320 | Offer from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:320 | Offer from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:472 | Server-side offer from 680d405ca183764e786f0ef9 for 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:65 | Received audio track from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:65 | Received video track from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:229 | Generated answer for 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:486 | Sent server answer to 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('192.168.1.103', 52089)) State.FROZEN -> State.WAITING
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('192.168.1.103', 46109)) State.FROZEN -> State.WAITING
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:265 | PC state for 680d405ca183764e786f0ef9: connecting
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('192.168.1.103', 52089)) State.WAITING -> State.IN_PROGRESS
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('192.168.1.103', 52089)) State.IN_PROGRESS -> State.SUCCEEDED
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('127.0.0.1', 40673)) State.FROZEN -> State.WAITING
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('85.64.204.58', 36309)) State.FROZEN -> State.WAITING
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('192.168.1.103', 46109)) State.WAITING -> State.IN_PROGRESS
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('127.0.0.1', 40673)) State.WAITING -> State.FAILED
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) Check CandidatePair(('192.168.1.5', 55480) -> ('85.64.204.58', 36309)) State.WAITING -> State.FAILED
05-05-2025 19:18:14 | INFO     | aioice.ice:1114 | Connection(0) ICE completed
05-05-2025 19:18:14 | INFO     | handlers.signaling_handler:265 | PC state for 680d405ca183764e786f0ef9: connected
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to server
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:541 | Server-side ICE candidate from 680d405ca183764e786f0ef9
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 680d405ca183764e786f0ef9 to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:371 | Answer from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:320 | Offer from 67d6bae7386c75bcc71b6890 to server
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:472 | Server-side offer from 67d6bae7386c75bcc71b6890 for 680d405ca183764e786f0ef9
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:65 | Received audio track from 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:136 | Starting Vosk audio for 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:65 | Received video track from 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:229 | Generated answer for 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:486 | Sent server answer to 67d6bae7386c75bcc71b6890
05-05-2025 19:18:15 | INFO     | handlers.signaling_handler:423 | ICE candidate from 67d6bae7386c75bcc71b6890 to 680d405ca183764e786f0ef9
